Statement,Header,Field Name,Field Value
Statement,Data,Title,Transaction History
Statement,Data,Period,"January 2, 2020 - December 31, 2020"
Statement,Data,WhenGenerated,"2026-03-21, 20:52:53 EDT"
Summary,Header,Field Name,Field Value
Summary,Data,Base Currency,USD
Summary,Data,Starting Cash,331840.39066896297
Summary,Data,Change,-98880.83450059997
Summary,Data,Ending Cash,232959.556168363
Transaction History,Header,Date,Account,Description,Transaction Type,Symbol,Quantity,Price,Price Currency,Gross Amount ,Commission,Net Amount
Transaction History,Data,2020-07-14,U***638,AUY(CA98462Y1007) Cash Dividend USD 0.015625 per Share (Ordinary Dividend),Dividend,AUY,-,-,-,29.68,-,29.68
Transaction History,Data,2020-07-14,U***638,AUY 17JUL20 5.0 C,Buy,AUY   200717C00005000,1.0,0.34,USD,-34.0,-1.0938,-35.0938
Transaction History,Data,2020-07-14,U***638,AUY 21AUG20 5.0 C,Sell,AUY   200821C00005000,-1.0,0.55,USD,55.0,-1.0970155,53.9029845
Transaction History,Data,2020-07-14,U***2030,F 18SEP20 8.0 C,Sell,F     200918C00008000,-1.0,0.16,USD,16.0,-1.0961536,14.903846399999999
Transaction History,Data,2020-07-14,U***132,AUY(CA98462Y1007) Cash Dividend USD 0.015625 per Share (Ordinary Dividend),Dividend,AUY,-,-,-,17.19,-,17.19
Transaction History,Data,2020-07-13,U***2030,ESTC 19FEB21 75.0 C,Sell,ESTC  210219C00075000,-1.0,24.04,USD,2404.0,-0.3989284,2403.6010716
Transaction History,Data,2020-07-13,U***2030,ESTC 21AUG20 70.0 C,Buy,ESTC  200821C00070000,1.0,21.81,USD,-2181.0,-0.3438,-2181.3438
Transaction History,Data,2020-07-13,U***132,AUY 15JAN21 5.0 C,Sell,AUY   210115C00005000,-1.0,1.03,USD,103.0,-1.0980763,101.9019237
Transaction History,Data,2020-07-13,U***132,AUY 17JUL20 4.5 C,Buy,AUY   200717C00004500,1.0,0.87,USD,-87.0,-1.0938,-88.0938
Transaction History,Data,2020-07-13,U***638,AUY 17JUL20 4.5 C,Buy,AUY   200717C00004500,1.0,0.95,USD,-95.0,-1.0938,-96.0938
Transaction History,Data,2020-07-13,U***638,AUY 15JAN21 5.0 C,Sell,AUY   210115C00005000,-1.0,1.08,USD,108.0,-1.0981868,106.9018132
Transaction History,Data,2020-07-13,U***2030,F 15JAN21 5.5 C,Sell,F     210115C00005500,-1.0,1.4,USD,140.0,-1.098894,138.901106
Transaction History,Data,2020-07-13,U***638,SLV 17JUL20 18.0 C,Buy,SLV   200717C00018000,1.0,0.3,USD,-30.0,-1.5638,-31.5638
Transaction History,Data,2020-07-13,U***638,SLV 30SEP20 18.0 C,Sell,SLV   200930C00018000,-1.0,1.15,USD,115.0,-1.5683415,113.4316585
Transaction History,Data,2020-07-13,U***638,KONINKLIJKE PHILIPS NVR- NY,Cancel,PHG,0.1711,44.9376,USD,-7.68882336,-,-7.68882336
Transaction History,Data,2020-07-13,U***638,KONINKLIJKE PHILIPS NVR- NY,Sell,PHG,-0.1711,46.84,USD,8.014324,-,8.014324
Transaction History,Data,2020-07-13,U***638,AUY 17JUL20 5.0 C,Buy,AUY   200717C00005000,1.0,0.5,USD,-50.0,-1.0938,-51.0938
Transaction History,Data,2020-07-13,U***638,AUY 16OCT20 5.5 C,Sell,AUY   201016C00005500,-1.0,0.63,USD,63.0,-1.0971923,61.9028077
Transaction History,Data,2020-07-13,U***638,AUY 17JUL20 5.5 C,Buy,AUY   200717C00005500,2.0,0.13,USD,-26.0,-1.4876,-27.4876
Transaction History,Data,2020-07-13,U***638,AUY 21AUG20 6.0 C,Sell,AUY   200821C00006000,-2.0,0.22,USD,44.0,-1.4925724,42.5074276
Transaction History,Data,2020-07-13,U***638,AUY 17JUL20 4.0 C,Buy,AUY   200717C00004000,1.0,1.45,USD,-145.0,-1.0938,-146.0938
Transaction History,Data,2020-07-13,U***638,AUY 15JAN21 6.0 C,Sell,AUY   210115C00006000,-1.0,0.67,USD,67.0,-1.0972807,65.9027193
Transaction History,Data,2020-07-13,U***638,ORCL 17JUL20 57.5 C,Buy,ORCL  200717C00057500,1.0,0.69,USD,-69.0,-1.0938,-70.0938
Transaction History,Data,2020-07-13,U***638,ORCL 21AUG20 57.5 C,Sell,ORCL  200821C00057500,-1.0,1.9,USD,190.0,-1.099999,188.900001
Transaction History,Data,2020-07-10,U***638,PHG 15JAN21 50.0 C,Sell,PHG   210115C00050000,-1.0,2.86,USD,286.0,-0.7021206,285.2978794
Transaction History,Data,2020-07-10,U***638,PHG 17JUL20 45.0 C,Buy,PHG   200717C00045000,1.0,2.74,USD,-274.0,-0.6938,-274.6938
Transaction History,Data,2020-07-10,U***638,AUY 15JAN21 5.5 P,Sell,AUY   210115P00005500,-1.0,0.9,USD,90.0,-0.797789,89.202211
Transaction History,Data,2020-07-10,U***2030,BYND 15JAN21 125.0 P,Sell,BYND  210115P00125000,-1.0,22.8,USD,2280.0,-0.716188,2279.283812
Transaction History,Data,2020-07-10,U***2030,F 18DEC20 7.0 C,Sell,F     201218C00007000,-1.0,0.6,USD,60.0,-1.577126,58.422874
Transaction History,Data,2020-07-10,U***2030,F 18SEP20 7.0 C,Sell,F     200918C00007000,-1.0,0.31,USD,31.0,-0.7964851,30.203514900000002
Transaction History,Data,2020-07-10,U***2030,F 18SEP20 6.0 C,Sell,F     200918C00006000,-1.0,0.7,USD,70.0,-0.797347,69.202653
Transaction History,Data,2020-07-07,U***638,KONINKLIJKE PHILIPS NVR- NY,Sell,PHG,-0.1711,44.9376,USD,7.68882336,-,7.68882336
Transaction History,Data,2020-07-02,U***638,k*****70:NYSE Level I for Jul 2020,Other Fee,-,-,-,-,-1.5,-,-1.5
Transaction History,Data,2020-07-02,U***132,AUY 21AUG20 5.5 C,Sell,AUY   200821C00005500,-1.0,0.44,USD,44.0,-1.5867724,42.4132276
Transaction History,Data,2020-07-02,U***132,AUY 17JUL20 5.5 C,Buy,AUY   200717C00005500,1.0,0.22,USD,-22.0,-1.5838,-23.5838
Transaction History,Data,2020-07-02,U***638,K*****70:OPRA NP L1 for Jun 2020,Other Fee,-,-,-,-,1.5,-,1.5
Transaction History,Data,2020-07-02,U***638,k*****70:NASDAQ Level I for Jul 2020,Other Fee,-,-,-,-,-1.5,-,-1.5
Transaction History,Data,2020-07-02,U***638,K*****70:OPRA NP L1 for Jul 2020,Other Fee,-,-,-,-,-1.5,-,-1.5
Transaction History,Data,2020-06-26,U***638,Sell -100 YAMANA GOLD INC (Assignment),Assignment,AUY,-100.0,3.5,USD,350.0,-0.019635,349.980365
Transaction History,Data,2020-06-26,U***2030,WMT 18DEC20 110.0 P,Sell,WMT   201218P00110000,-1.0,5.2,USD,520.0,-1.097292,518.902708
Transaction History,Data,2020-06-26,U***132,WORKHORSE GROUP INC,Buy,WKHS,100.0,9.1873,USD,-918.73,-1.0,-919.73
Transaction History,Data,2020-06-26,U***132,WKHS 15JAN21 12.5 C,Sell,WKHS  210115C00012500,-1.0,2.3,USD,230.0,-0.350883,229.649117
Transaction History,Data,2020-06-26,U***2030,WORKHORSE GROUP INC,Buy,WKHS,100.0,9.028,USD,-902.8,-1.0,-903.8
Transaction History,Data,2020-06-26,U***2030,WKHS 15JAN21 12.5 C,Sell,WKHS  210115C00012500,-1.0,2.3,USD,230.0,-0.350883,229.649117
Transaction History,Data,2020-06-26,U***638,WORKHORSE GROUP INC,Buy,WKHS,100.0,9.23,USD,-923.0,-1.0,-924.0
Transaction History,Data,2020-06-26,U***638,WKHS 15JAN21 12.5 C,Sell,WKHS  210115C00012500,-1.0,2.35,USD,235.0,-0.3509935,234.6490065
Transaction History,Data,2020-06-24,U***638,SLV 30SEP20 16.0 C,Buy,SLV   200930C00016000,1.0,1.37,USD,-137.0,-1.0938,-138.0938
Transaction History,Data,2020-06-24,U***638,SLV 31DEC20 17.0 C,Sell,SLV   201231C00017000,-1.0,1.5,USD,150.0,-1.099115,148.900885
Transaction History,Data,2020-06-22,U***638,SLV 30SEP20 17.0 C,Buy,SLV   200930C00017000,1.0,1.02,USD,-102.0,-1.5838,-103.5838
Transaction History,Data,2020-06-22,U***638,AMD 21AUG20 57.5 C,Sell,AMD   200821C00057500,-1.0,3.68,USD,368.0,-1.1039328,366.8960672
Transaction History,Data,2020-06-22,U***638,SLV 31DEC20 17.5 C,Sell,SLV   201231C00017500,-1.0,1.4,USD,140.0,-1.588894,138.411106
Transaction History,Data,2020-06-22,U***638,AMD 17JUL20 55.0 C,Buy,AMD   200717C00055000,1.0,2.64,USD,-264.0,-1.0938,-265.0938
Transaction History,Data,2020-06-19,U***2030,Sell -100 EXXON MOBIL CORP (Exercise),Exercise,XOM,-100.0,72.5,USD,7250.0,-0.172125,7249.827875
Transaction History,Data,2020-06-19,U***2030,XOM 16OCT20 65.0 C,Sell,XOM   201016C00065000,-1.0,0.41,USD,41.0,-1.0967061,39.9032939
Transaction History,Data,2020-06-19,U***132,XOM 18SEP20 52.5 C,Sell,XOM   200918C00052500,-1.0,1.83,USD,183.0,-1.0998443,181.9001557
Transaction History,Data,2020-06-19,U***132,SLV 16OCT20 18.0 C,Sell,SLV   201016C00018000,-1.0,0.81,USD,81.0,-1.0875901,79.9124099
Transaction History,Data,2020-06-19,U***638,SLV 20NOV20 18.0 C,Sell,SLV   201120C00018000,-1.0,1.03,USD,103.0,-1.0880763,101.9119237
Transaction History,Data,2020-06-19,U***132,SLV 16OCT20 20.0 C,Sell,SLV   201016C00020000,-1.0,0.46,USD,46.0,-1.0868166,44.9131834
Transaction History,Data,2020-06-19,U***2030,XOM 16OCT20 55.0 C,Sell,XOM   201016C00055000,-1.0,1.62,USD,162.0,-1.0993802,160.9006198
Transaction History,Data,2020-06-19,U***638,AMD 16OCT20 52.5 C,Sell,AMD   201016C00052500,-1.0,7.2,USD,720.0,-0.661712,719.338288
Transaction History,Data,2020-06-19,U***132,AUY 16OCT20 5.5 C,Sell,AUY   201016C00005500,-1.0,0.48,USD,48.0,-0.7968608,47.2031392
Transaction History,Data,2020-06-19,U***132,AUY 16OCT20 5.5 C,Sell,AUY   201016C00005500,-1.0,0.48,USD,48.0,0.0531392,48.0531392
Transaction History,Data,2020-06-19,U***638,AMD 17JUL20 49.0 C,Buy,AMD   200717C00049000,1.0,6.1,USD,-610.0,-0.6438,-610.6438
Transaction History,Data,2020-06-19,U***132,AUY 17JUL20 5.0 C,Buy,AUY   200717C00005000,1.0,0.31,USD,-31.0,0.0562,-30.9438
Transaction History,Data,2020-06-19,U***2030,ORCL 18DEC20 50.0 P,Sell,ORCL  201218P00050000,-1.0,3.45,USD,345.0,-0.6734245,344.3265755
Transaction History,Data,2020-06-19,U***132,AUY 17JUL20 5.0 C,Buy,AUY   200717C00005000,1.0,0.31,USD,-31.0,-0.7938,-31.7938
Transaction History,Data,2020-06-19,U***638,SLV 21AUG20 18.5 C,Sell,SLV   200821C00018500,-1.0,0.36,USD,36.0,-1.5265956,34.4734044
Transaction History,Data,2020-06-19,U***638,SLV 20NOV20 17.0 C,Sell,SLV   201120C00017000,-1.0,1.33,USD,133.0,-0.6787393,132.3212607
Transaction History,Data,2020-06-19,U***132,SLV 20NOV20 20.0 C,Sell,SLV   201120C00020000,-1.0,0.63,USD,63.0,-1.5771923,61.4228077
Transaction History,Data,2020-06-19,U***132,SLV 31DEC20 20.0 C,Sell,SLV   201231C00020000,-1.0,0.78,USD,78.0,-1.0975238,76.9024762
Transaction History,Data,2020-06-19,U***638,PHG 16OCT20 45.0 C,Sell,PHG   201016C00045000,-1.0,4.48,USD,448.0,-0.7057008,447.2942992
Transaction History,Data,2020-06-19,U***638,PHG 19JUN20 45.0 C,Buy,PHG   200619C00045000,1.0,2.23,USD,-223.0,-0.6938,-223.6938
Transaction History,Data,2020-06-19,U***638,SLV 30SEP20 19.0 C,Sell,SLV   200930C00019000,-1.0,0.5,USD,50.0,-1.096905,48.903095
Transaction History,Data,2020-06-19,U***638,SLV 30SEP20 18.5 C,Sell,SLV   200930C00018500,-1.0,0.59,USD,59.0,-1.0971039,57.9028961
Transaction History,Data,2020-06-19,U***638,SLV 21AUG20 18.0 C,Sell,SLV   200821C00018000,-1.0,0.45,USD,45.0,-1.0867945,43.9132055
Transaction History,Data,2020-06-19,U***638,WMT 19JUN20 100.0 C,Buy,WMT   200619C00100000,1.0,18.28,USD,-1828.0,-0.6438,-1828.6438
Transaction History,Data,2020-06-19,U***2030,XOM 18SEP20 60.0 C,Sell,XOM   200918C00060000,-1.0,0.55,USD,55.0,-1.0970155,53.9029845
Transaction History,Data,2020-06-19,U***638,WMT 15JAN21 105.0 C,Sell,WMT   210115C00105000,-1.0,16.91,USD,1691.0,-0.6831711,1690.3168289
Transaction History,Data,2020-06-19,U***638,F 15JAN21 8.0 P,Sell,F     210115P00008000,-1.0,2.16,USD,216.0,-0.6505736,215.3494264
Transaction History,Data,2020-06-19,U***2030,MSFT 18SEP20 110.0 P,Buy,MSFT  200918P00110000,1.0,0.28,USD,-28.0,-0.6738,-28.6738
Transaction History,Data,2020-06-19,U***2030,AMD 15JAN21 60.0 C,Sell,AMD   210115C00060000,-1.0,6.45,USD,645.0,-0.6800545,644.3199455
Transaction History,Data,2020-06-19,U***2030,BYND 15JAN21 135.0 P,Sell,BYND  210115P00135000,-1.0,23.1,USD,2310.0,-0.716851,2309.283149
Transaction History,Data,2020-06-19,U***638,F 19JUN20 8.0 P,Buy,F     200619P00008000,1.0,1.67,USD,-167.0,-0.6438,-167.6438
Transaction History,Data,2020-06-19,U***638,AMD 16OCT20 34.0 C,Sell,AMD   201016C00034000,-1.0,20.72,USD,2072.0,-0.6915912,2071.3084088
Transaction History,Data,2020-06-19,U***638,AMD 19JUN20 33.0 C,Buy,AMD   200619C00033000,1.0,21.02,USD,-2102.0,-0.6438,-2102.6438
Transaction History,Data,2020-06-19,U***2030,ESTC 21AUG20 65.0 P,Buy,ESTC  200821P00065000,1.0,0.88,USD,-88.0,-0.2438,-88.2438
Transaction History,Data,2020-06-19,U***132,AMD 19JUN20 32.0 C,Buy,AMD   200619C00032000,1.0,22.64,USD,-2264.0,-0.6438,-2264.6438
Transaction History,Data,2020-06-19,U***132,AMD 15JAN21 35.0 C,Sell,AMD   210115C00035000,-1.0,21.37,USD,2137.0,-0.6930277,2136.3069723
Transaction History,Data,2020-06-15,U***132,AUY 16OCT20 4.5 C,Sell,AUY   201016C00004500,-1.0,0.77,USD,77.0,-1.0975017,75.9024983
Transaction History,Data,2020-06-15,U***132,AUY 17JUL20 4.0 C,Buy,AUY   200717C00004000,1.0,0.8,USD,-80.0,-1.0938,-81.0938
Transaction History,Data,2020-06-10,U***2030,XOM(US30231G1022) Cash Dividend USD 0.87 per Share (Ordinary Dividend),Dividend,XOM,-,-,-,2175.0,-,2175.0
Transaction History,Data,2020-06-10,U***132,XOM(US30231G1022) Cash Dividend USD 0.87 per Share (Ordinary Dividend),Dividend,XOM,-,-,-,348.0,-,348.0
Transaction History,Data,2020-06-10,U***638,XOM(US30231G1022) Cash Dividend USD 0.87 per Share (Ordinary Dividend),Dividend,XOM,-,-,-,870.0,-,870.0
Transaction History,Data,2020-06-10,U***638,Sell -100 VODAFONE GROUP PLC-SP ADR (Assignment),Assignment,VOD,-100.0,13.0,USD,1300.0,-0.04063,1299.95937
Transaction History,Data,2020-06-10,U***638,Sell -100 VODAFONE GROUP PLC-SP ADR (Assignment),Assignment,VOD,-100.0,16.0,USD,1600.0,-0.04726,1599.95274
Transaction History,Data,2020-06-09,U***638,Buy 100 FORD MOTOR CO (Assignment),Assignment,F,100.0,9.0,USD,-900.0,-,-900.0
Transaction History,Data,2020-06-05,U***2030,XOM 19JUN20 72.5 P,Buy,XOM   200619P00072500,1.0,20.99,USD,-2099.0,-1.0938,-2100.0938
Transaction History,Data,2020-06-05,U***2030,XOM 21MAY21 65.0 P,Sell,XOM   210521P00065000,-1.0,17.01,USD,1701.0,-1.1333921,1699.8666079
Transaction History,Data,2020-06-05,U***132,F 18DEC20 9.0 P,Sell,F     201218P00009000,-1.0,2.05,USD,205.0,-1.1003305,203.8996695
Transaction History,Data,2020-06-05,U***132,F 19JUN20 9.0 P,Buy,F     200619P00009000,1.0,1.89,USD,-189.0,-1.0938,-190.0938
Transaction History,Data,2020-06-05,U***638,WMT 15JAN21 115.0 P,Sell,WMT   210115P00115000,-1.0,6.72,USD,672.0,-0.8106512,671.1893488
Transaction History,Data,2020-06-04,U***2030,ESTC 17JUL20 60.0 P,Buy,ESTC  200717P00060000,1.0,0.48,USD,-48.0,-0.2438,-48.2438
Transaction History,Data,2020-06-04,U***2030,F 15JAN21 8.0 P,Sell,F     210115P00008000,-1.0,1.89,USD,189.0,-1.0999769,187.9000231
Transaction History,Data,2020-06-04,U***2030,F 19JUN20 9.0 P,Buy,F     200619P00009000,1.0,2.47,USD,-247.0,-1.0938,-248.0938
Transaction History,Data,2020-06-03,U***638,K*****70:OPRA NP L1 for May 2020,Other Fee,-,-,-,-,1.5,-,1.5
Transaction History,Data,2020-06-02,U***638,k*****70:NASDAQ Level I for Jun 2020,Other Fee,-,-,-,-,-1.5,-,-1.5
Transaction History,Data,2020-06-02,U***638,K*****70:OPRA NP L1 for Jun 2020,Other Fee,-,-,-,-,-1.5,-,-1.5
Transaction History,Data,2020-06-02,U***638,k*****70:NYSE Level I for Jun 2020,Other Fee,-,-,-,-,-1.5,-,-1.5
Transaction History,Data,2020-06-01,U***638,WMT(US9311421039) Cash Dividend USD 0.54 per Share (Ordinary Dividend),Dividend,WMT,-,-,-,108.0,-,108.0
Transaction History,Data,2020-06-01,U***2030,WMT(US9311421039) Cash Dividend USD 0.54 per Share (Ordinary Dividend),Dividend,WMT,-,-,-,54.0,-,54.0
Transaction History,Data,2020-05-28,U***2030,ORCL 19JUN20 47.5 P,Buy,ORCL  200619P00047500,1.0,0.48,USD,-48.0,-0.7938,-48.7938
Transaction History,Data,2020-05-28,U***2030,ORCL 19JUN20 45.0 P,Buy,ORCL  200619P00045000,1.0,0.28,USD,-28.0,-0.7938,-28.7938
Transaction History,Data,2020-05-28,U***638,PHG 19JUN20 45.0 C,Sell,PHG   200619C00045000,-1.0,0.75,USD,75.0,-0.3474575,74.6525425
Transaction History,Data,2020-05-28,U***638,PHG 17JUL20 45.0 C,Sell,PHG   200717C00045000,-1.0,1.4,USD,140.0,-0.348894,139.651106
Transaction History,Data,2020-05-28,U***2030,WMT 15JAN21 120.0 C,Sell,WMT   210115C00120000,-1.0,11.02,USD,1102.0,-1.1201542,1100.8798458
Transaction History,Data,2020-05-28,U***638,AMD 16OCT20 44.0 C,Sell,AMD   201016C00044000,-1.0,11.87,USD,1187.0,-1.1220327,1185.8779673
Transaction History,Data,2020-05-28,U***638,AMD 19JUN20 42.0 C,Buy,AMD   200619C00042000,1.0,10.53,USD,-1053.0,-1.0938,-1054.0938
Transaction History,Data,2020-05-28,U***132,ORCL 18SEP20 55.0 C,Sell,ORCL  200918C00055000,-1.0,2.62,USD,262.0,-1.1015902,260.8984098
Transaction History,Data,2020-05-28,U***132,ORCL 19JUN20 55.0 C,Buy,ORCL  200619C00055000,1.0,1.0,USD,-100.0,-1.0938,-101.0938
Transaction History,Data,2020-05-28,U***2030,WMT 19JUN20 115.0 C,Buy,WMT   200619C00115000,1.0,9.16,USD,-916.0,-1.0938,-917.0938
Transaction History,Data,2020-05-28,U***132,F 18SEP20 8.0 C,Sell,F     200918C00008000,-1.0,0.13,USD,13.0,-0.7960873,12.2039127
Transaction History,Data,2020-05-28,U***638,PHG 15JAN21 50.0 C,Sell,PHG   210115C00050000,-1.0,1.85,USD,185.0,-0.3498885,184.6501115
Transaction History,Data,2020-05-28,U***638,SLV 30JUN20 19.0 C,Buy,SLV   200630C00019000,1.0,0.07,USD,-7.0,-1.5638,-8.5638
Transaction History,Data,2020-05-28,U***638,SLV 30JUN20 18.0 C,Buy,SLV   200630C00018000,1.0,0.15,USD,-15.0,-1.5638,-16.5638
Transaction History,Data,2020-05-28,U***132,SLV 30SEP20 17.0 C,Sell,SLV   200930C00017000,-1.0,1.0,USD,100.0,-1.56801,98.43199
Transaction History,Data,2020-05-28,U***638,SLV 30SEP20 19.5 C,Sell,SLV   200930C00019500,-1.0,0.45,USD,45.0,-1.5667945,43.4332055
Transaction History,Data,2020-05-28,U***638,SLV 30JUN20 18.5 C,Buy,SLV   200630C00018500,2.0,0.1,USD,-20.0,-2.4276,-22.427599999999998
Transaction History,Data,2020-05-28,U***638,SLV 21AUG20 19.0 C,Sell,SLV   200821C00019000,-1.0,0.33,USD,33.0,-1.5665293,31.4334707
Transaction History,Data,2020-05-28,U***132,SLV 17JUL20 16.0 C,Buy,SLV   200717C00016000,1.0,0.89,USD,-89.0,-1.5638,-90.5638
Transaction History,Data,2020-05-28,U***638,SLV 21AUG20 19.0 C,Sell,SLV   200821C00019000,-2.0,0.32,USD,64.0,-2.4330144,61.5669856
Transaction History,Data,2020-05-28,U***638,AMD 16OCT20 43.0 C,Sell,AMD   201016C00043000,-1.0,12.26,USD,1226.0,-1.1228946,1224.8771054
Transaction History,Data,2020-05-28,U***638,AMD 19JUN20 40.0 C,Buy,AMD   200619C00040000,1.0,12.09,USD,-1209.0,-1.0938,-1210.0938
Transaction History,Data,2020-05-28,U***638,AMD 16OCT20 45.0 C,Sell,AMD   201016C00045000,-1.0,10.81,USD,1081.0,-1.1196901,1079.8803099
Transaction History,Data,2020-05-28,U***638,AMD 19JUN20 41.0 C,Buy,AMD   200619C00041000,1.0,10.99,USD,-1099.0,-1.0938,-1100.0938
Transaction History,Data,2020-05-28,U***132,AMD 16OCT20 43.0 C,Sell,AMD   201016C00043000,-1.0,12.13,USD,1213.0,-1.1226073,1211.8773927
Transaction History,Data,2020-05-28,U***132,AMD 17JUL20 41.0 C,Buy,AMD   200717C00041000,1.0,11.57,USD,-1157.0,-1.0938,-1158.0938
Transaction History,Data,2020-05-19,U***2030,Buy 100 EXXON MOBIL CORP (Assignment),Assignment,XOM,100.0,70.0,USD,-7000.0,-,-7000.0
Transaction History,Data,2020-05-18,U***638,VOD 17JUL20 16.0 C,Sell,VOD   200717C00016000,-1.0,0.42,USD,42.0,-1.0967282,40.9032718
Transaction History,Data,2020-05-15,U***132,SLV 17JUL20 16.0 C,Sell,SLV   200717C00016000,-1.0,0.75,USD,75.0,-1.0974575,73.9025425
Transaction History,Data,2020-05-15,U***132,SLV 17JUL20 17.0 C,Sell,SLV   200717C00017000,-1.0,0.52,USD,52.0,-0.7269492,51.2730508
Transaction History,Data,2020-05-15,U***2030,F 18DEC20 7.0 P,Sell,F     201218P00007000,-1.0,2.4,USD,240.0,-0.651104,239.348896
Transaction History,Data,2020-05-15,U***2030,F 19JUN20 7.0 P,Buy,F     200619P00007000,1.0,2.15,USD,-215.0,-0.6438,-215.6438
Transaction History,Data,2020-05-15,U***2030,Sell -100 NIO INC - ADR (Assignment),Assignment,NIO,-100.0,1.5,USD,150.0,-0.015215,149.984785
Transaction History,Data,2020-05-15,U***638,Sell -100 KONINKLIJKE PHILIPS NVR- NY (Assignment),Assignment,PHG,-100.0,40.0,USD,4000.0,-0.1003,3999.8997
Transaction History,Data,2020-05-14,U***638,PHG 17JUL20 40.0 C,Buy,PHG   200717C00040000,1.0,2.65,USD,-265.0,-0.2338,-265.2338
Transaction History,Data,2020-05-13,U***132,Buy 100 FORD MOTOR CO (Assignment),Assignment,F,100.0,10.0,USD,-1000.0,-,-1000.0
Transaction History,Data,2020-05-11,U***2030,NIO(US62914V1061) ADR Fee USD 0.02 per Share,Other Fee,NIO,-,-,-,-2.0,-,-2.0
Transaction History,Data,2020-05-05,U***638,Buy 100 DIEBOLD NIXDORF INC (Assignment),Assignment,DBD,100.0,10.0,USD,-1000.0,-,-1000.0
Transaction History,Data,2020-05-05,U***638,k*****70:NYSE Level I for May 2020,Other Fee,-,-,-,-,-1.5,-,-1.5
Transaction History,Data,2020-05-05,U***638,K*****70:OPRA NP L1 for May 2020,Other Fee,-,-,-,-,-1.5,-,-1.5
Transaction History,Data,2020-05-05,U***638,K*****70:OPRA NP L1 for Apr 2020,Other Fee,-,-,-,-,1.5,-,1.5
Transaction History,Data,2020-05-05,U***638,K*****70:US Consolidated Snapshot for Apr 2020,Other Fee,-,-,-,-,-0.03,-,-0.03
Transaction History,Data,2020-05-05,U***638,K*****70:US Consolidated Snapshot for Apr 2020,Other Fee,-,-,-,-,0.03,-,0.03
Transaction History,Data,2020-05-05,U***638,k*****70:NASDAQ Level I for May 2020,Other Fee,-,-,-,-,-1.5,-,-1.5
Transaction History,Data,2020-05-01,U***2030,AMD 21JAN22 40.0 C,Sell,AMD   220121C00040000,-1.0,19.73,USD,1973.0,-1.1394033,1971.8605967
Transaction History,Data,2020-05-01,U***2030,AMD 19JUN20 33.0 C,Buy,AMD   200619C00033000,1.0,18.27,USD,-1827.0,-1.0938,-1828.0938
Transaction History,Data,2020-04-29,U***2030,XOM 19JUN20 72.5 P,Buy,XOM   200619P00072500,1.0,26.92,USD,-2692.0,-1.0938,-2693.0938
Transaction History,Data,2020-04-29,U***2030,ORCL 17JUL20 50.0 P,Buy,ORCL  200717P00050000,1.0,1.9,USD,-190.0,-1.0938,-191.0938
Transaction History,Data,2020-04-29,U***2030,XOM 15JAN21 60.0 P,Sell,XOM   210115P00060000,-1.0,16.77,USD,1677.0,-1.1328617,1675.8671383
Transaction History,Data,2020-04-28,U***132,SLV 30JUN20 17.0 C,Buy,SLV   200630C00017000,1.0,0.19,USD,-19.0,-0.7238,-19.7238
Transaction History,Data,2020-04-27,U***2030,WMT 19JUN20 95.0 P,Buy,WMT   200619P00095000,1.0,0.47,USD,-47.0,-1.0938,-48.0938
Transaction History,Data,2020-04-27,U***638,KONINKLIJKE PHILIPS NVR- NY,Buy,PHG,41.0,43.49,USD,-1783.09,-1.0,-1784.09
Transaction History,Data,2020-04-27,U***2030,MSFT 19JUN20 100.0 P,Buy,MSFT  200619P00100000,1.0,0.19,USD,-19.0,-0.7938,-19.7938
Transaction History,Data,2020-04-23,U***132,ORCL(US68389X1054) Cash Dividend USD 0.24 per Share (Ordinary Dividend),Dividend,ORCL,-,-,-,72.0,-,72.0
Transaction History,Data,2020-04-23,U***638,ORCL(US68389X1054) Cash Dividend USD 0.24 per Share (Ordinary Dividend),Dividend,ORCL,-,-,-,120.0,-,120.0
Transaction History,Data,2020-04-23,U***132,SLV 31DEC20 16.0 C,Sell,SLV   201231C00016000,-1.0,1.62,USD,162.0,-1.0993802,160.9006198
Transaction History,Data,2020-04-23,U***132,SLV 30SEP20 17.5 C,Sell,SLV   200930C00017500,-1.0,0.83,USD,83.0,-1.0976343,81.9023657
Transaction History,Data,2020-04-23,U***2030,ORCL(US68389X1054) Cash Dividend USD 0.24 per Share (Ordinary Dividend),Dividend,ORCL,-,-,-,24.0,-,24.0
Transaction History,Data,2020-04-21,U***132,AMD 16OCT20 36.0 C,Sell,AMD   201016C00036000,-1.0,20.32,USD,2032.0,-1.1407072,2030.8592928
Transaction History,Data,2020-04-21,U***132,AMD 19JUN20 33.0 C,Buy,AMD   200619C00033000,1.0,21.62,USD,-2162.0,-1.0938,-2163.0938
Transaction History,Data,2020-04-21,U***132,AMD 19MAR21 50.0 C,Sell,AMD   210319C00050000,-1.0,14.19,USD,1419.0,-1.1271599,1417.8728401
Transaction History,Data,2020-04-21,U***2030,AMD 19JUN20 42.0 C,Buy,AMD   200619C00042000,1.0,14.83,USD,-1483.0,-1.0938,-1484.0938
Transaction History,Data,2020-04-21,U***2030,AMD 19MAR21 45.0 C,Sell,AMD   210319C00045000,-1.0,17.0,USD,1700.0,-1.13337,1698.86663
