Statement,Header,Field Name,Field Value
Statement,Data,Title,Transaction History
Statement,Data,Period,"January 2, 2020 - December 31, 2020"
Statement,Data,WhenGenerated,"2026-03-21, 20:52:53 EDT"
Summary,Header,Field Name,Field Value
Summary,Data,Base Currency,USD
Summary,Data,Starting Cash,331840.39066896297
Summary,Data,Change,-98880.83450059997
Summary,Data,Ending Cash,232959.556168363
Transaction History,Header,Date,Account,Description,Transaction Type,Symbol,Quantity,Price,Price Currency,Gross Amount ,Commission,Net Amount
Transaction History,Data,2020-12-09,U***638,AUY 16JUL21 5.0 P,Sell,AUY   210716P00005000,-1.0,0.56,USD,56.0,-0.7870376,55.2129624
Transaction History,Data,2020-12-09,U***638,RXT 19FEB21 17.5 P,Sell,RXT   210219P00017500,-1.0,1.3,USD,130.0,-0.238673,129.761327
Transaction History,Data,2020-12-09,U***638,RXT 21MAY21 15.0 P,Sell,RXT   210521P00015000,-1.0,1.1,USD,110.0,-0.238231,109.761769
Transaction History,Data,2020-12-09,U***638,F 15JAN21 8.0 P,Buy,F     210115P00008000,1.0,0.08,USD,-8.0,-1.0738,-9.0738
Transaction History,Data,2020-12-09,U***638,F 15JAN21 10.0 P,Buy,F     210115P00010000,1.0,0.78,USD,-78.0,-1.5638,-79.5638
Transaction History,Data,2020-12-09,U***638,ORACLE CORP,Buy,ORCL,100.0,59.318,USD,-5931.8,-1.0,-5932.8
Transaction History,Data,2020-12-09,U***2030,ORACLE CORP,Buy,ORCL,100.0,59.33,USD,-5933.0,-1.0,-5934.0
Transaction History,Data,2020-12-09,U***638,MSFT 16JUL21 190.0 P,Sell,MSFT  210716P00190000,-1.0,9.52,USD,952.0,-0.8068392,951.1931608
Transaction History,Data,2020-12-09,U***2030,FORD MOTOR CO,Buy,F,100.0,9.39,USD,-939.0,-1.0,-940.0
Transaction History,Data,2020-12-09,U***638,AUY 16APR21 5.0 P,Sell,AUY   210416P00005000,-1.0,0.37,USD,37.0,-0.7866177,36.2133823
Transaction History,Data,2020-12-09,U***132,SLV 30SEP21 20.0 C,Sell,SLV   210930C00020000,-1.0,4.04,USD,404.0,-1.0947284,402.9052716
Transaction History,Data,2020-12-09,U***132,SLV 31DEC20 17.0 C,Buy,SLV   201231C00017000,1.0,5.09,USD,-509.0,-1.0838,-510.0838
Transaction History,Data,2020-12-09,U***638,SLV 30SEP21 22.0 C,Sell,SLV   210930C00022000,-1.0,3.2,USD,320.0,-1.562872,318.437128
Transaction History,Data,2020-12-09,U***638,SLV 15JAN21 18.0 C,Buy,SLV   210115C00018000,1.0,4.1,USD,-410.0,-1.5538,-411.5538
Transaction History,Data,2020-12-09,U***132,F 18JUN21 8.0 C,Sell,F     210618C00008000,-1.0,1.92,USD,192.0,-1.5900432,190.4099568
Transaction History,Data,2020-12-09,U***132,F 18DEC20 8.0 C,Buy,F     201218C00008000,1.0,1.37,USD,-137.0,-1.5838,-138.5838
Transaction History,Data,2020-12-09,U***638,Sell -100 WALMART INC (Assignment),Assignment,WMT,-100.0,105.0,USD,10500.0,-0.24395,10499.75605
Transaction History,Data,2020-12-09,U***638,Sell -100 WALMART INC (Assignment),Assignment,WMT,-100.0,100.0,USD,10000.0,-0.2329,9999.7671
Transaction History,Data,2020-12-09,U***2030,Sell -100 WALMART INC (Assignment),Assignment,WMT,-100.0,120.0,USD,12000.0,-0.2771,11999.7229
Transaction History,Data,2020-12-08,U***638,RXT 21MAY21 20.0 C,Sell,RXT   210521C00020000,-1.0,3.9,USD,390.0,-1.084419,388.915581
Transaction History,Data,2020-12-03,U***638,K*****70:OPRA NP L1 for Dec 2020,Other Fee,-,-,-,-,-1.5,-,-1.5
Transaction History,Data,2020-11-24,U***2030,XOM 18DEC20 45.0 C,Sell,XOM   201218C00045000,-1.0,0.53,USD,53.0,-1.0869713,51.9130287
Transaction History,Data,2020-11-23,U***638,Withdrawal Fee,Other Fee,-,-,-,-,-1.0,-,-1.0
Transaction History,Data,2020-11-23,U***638,Disbursement Initiated by Kenneth I Macpherson,Withdrawal,-,-,-,-,-5000.0,-,-5000.0
Transaction History,Data,2020-11-23,U***638,SLV 30SEP21 22.5 C,Sell,SLV   210930C00022500,-2.0,2.94,USD,588.0,-1.4845948,586.5154052
Transaction History,Data,2020-11-23,U***638,SLV 31DEC20 16.5 C,Buy,SLV   201231C00016500,2.0,5.39,USD,-1078.0,-1.4676,-1079.4676
Transaction History,Data,2020-11-20,U***638,Sell -100 ELASTIC NV (Assignment),Assignment,ESTC,-100.0,75.0,USD,7500.0,-0.17765,7499.82235
Transaction History,Data,2020-11-20,U***2030,Buy 100 FORD MOTOR CO (Exercise),Exercise,F,100.0,8.0,USD,-800.0,-,-800.0
Transaction History,Data,2020-11-19,U***638,Disbursement Initiated by Kenneth I Macpherson,Withdrawal,-,-,-,-,-2500.0,-,-2500.0
Transaction History,Data,2020-11-18,U***132,XOM 15JAN21 40.0 C,Sell,XOM   210115C00040000,-1.0,1.85,USD,185.0,-1.0898885,183.9101115
Transaction History,Data,2020-11-18,U***638,F 18JUN21 10.0 C,Sell,F     210618C00010000,-1.0,0.74,USD,74.0,-1.5774354,72.4225646
Transaction History,Data,2020-11-18,U***638,F 18DEC20 9.0 C,Buy,F     201218C00009000,1.0,0.37,USD,-37.0,-1.5738,-38.5738
Transaction History,Data,2020-11-18,U***638,VOD 20NOV20 16.0 C,Buy,VOD   201120C00016000,1.0,0.46,USD,-46.0,-0.6338,-46.6338
Transaction History,Data,2020-11-18,U***638,VOD 31DEC20 16.0 C,Sell,VOD   201231C00016000,-1.0,0.77,USD,77.0,-0.6375017,76.3624983
Transaction History,Data,2020-11-17,U***2030,ORCL 18DEC20 57.5 C,Buy,ORCL  201218C00057500,1.0,1.69,USD,-169.0,-1.0838,-170.0838
Transaction History,Data,2020-11-17,U***2030,ORCL 18JUN21 60.0 C,Sell,ORCL  210618C00060000,-1.0,3.21,USD,321.0,-1.0928941,319.9071059
Transaction History,Data,2020-11-17,U***2030,XOM 20NOV20 37.5 C,Buy,XOM   201120C00037500,1.0,0.58,USD,-58.0,-1.0838,-59.0838
Transaction History,Data,2020-11-17,U***2030,XOM 18JUN21 40.0 C,Sell,XOM   210618C00040000,-1.0,2.91,USD,291.0,-1.0922311,289.9077689
Transaction History,Data,2020-11-16,U***638,XOM 21MAY21 40.0 C,Sell,XOM   210521C00040000,-1.0,2.9,USD,290.0,-1.092209,288.907791
Transaction History,Data,2020-11-16,U***2030,XOM 21MAY21 47.5 C,Sell,XOM   210521C00047500,-1.0,1.13,USD,113.0,-1.0882973,111.9117027
Transaction History,Data,2020-11-09,U***2030,XOM 20NOV20 37.5 C,Sell,XOM   201120C00037500,-1.0,0.81,USD,81.0,-0.7875901,80.2124099
Transaction History,Data,2020-11-04,U***638,K*****70:OPRA NP L1 for Oct 2020,Other Fee,-,-,-,-,1.5,-,1.5
Transaction History,Data,2020-11-04,U***638,K*****70:US Consolidated Snapshot for Oct 2020,Other Fee,-,-,-,-,-0.02,-,-0.02
Transaction History,Data,2020-11-04,U***638,K*****70:US Consolidated Snapshot for Oct 2020,Other Fee,-,-,-,-,0.02,-,0.02
Transaction History,Data,2020-11-03,U***638,K*****70:OPRA NP L1 for Nov 2020,Other Fee,-,-,-,-,-1.5,-,-1.5
Transaction History,Data,2020-11-02,U***638,VOD 20NOV20 15.0 C,Buy,VOD   201120C00015000,1.0,0.16,USD,-16.0,-1.0838,-17.0838
Transaction History,Data,2020-11-02,U***638,VOD 15JAN21 15.0 C,Sell,VOD   210115C00015000,-1.0,0.37,USD,37.0,-1.0866177,35.9133823
Transaction History,Data,2020-11-02,U***638,ESTC 19FEB21 85.0 C,Sell,ESTC  210219C00085000,-1.0,19.41,USD,1941.0,-0.3786961,1940.6213039
Transaction History,Data,2020-11-02,U***638,ESTC 20NOV20 80.0 C,Buy,ESTC  201120C00080000,1.0,19.27,USD,-1927.0,-0.3338,-1927.3338
Transaction History,Data,2020-10-27,U***638,VOD 16APR21 15.0 C,Sell,VOD   210416C00015000,-1.0,0.7,USD,70.0,-1.087347,68.912653
Transaction History,Data,2020-10-27,U***638,VOD 20NOV20 14.0 C,Buy,VOD   201120C00014000,1.0,0.58,USD,-58.0,-1.0838,-59.0838
Transaction History,Data,2020-10-26,U***2030,ESTC 21MAY21 80.0 C,Sell,ESTC  210521C00080000,-1.0,34.27,USD,3427.0,-0.4115367,3426.5884633
Transaction History,Data,2020-10-26,U***2030,ESTC 20NOV20 75.0 C,Buy,ESTC  201120C00075000,1.0,34.05,USD,-3405.0,-0.3338,-3405.3338
Transaction History,Data,2020-10-23,U***132,AUY 20NOV20 6.0 C,Buy,AUY   201120C00006000,1.0,0.28,USD,-28.0,-1.0838,-29.0838
Transaction History,Data,2020-10-23,U***132,AUY 16APR21 7.0 C,Sell,AUY   210416C00007000,-1.0,0.46,USD,46.0,-1.0868166,44.9131834
Transaction History,Data,2020-10-22,U***638,KONINKLIJKE PHILIPS NVR- NY,Buy,PHG,69.0,49.02,USD,-3382.38,-1.0,-3383.38
Transaction History,Data,2020-10-22,U***638,Disbursement Initiated by Kenneth I Macpherson,Withdrawal,-,-,-,-,-9000.0,-,-9000.0
Transaction History,Data,2020-10-22,U***2030,ESTC 21MAY21 85.0 C,Sell,ESTC  210521C00085000,-1.0,31.56,USD,3156.0,-0.4055476,3155.5944524
Transaction History,Data,2020-10-22,U***2030,ESTC 20NOV20 80.0 C,Buy,ESTC  201120C00080000,1.0,30.83,USD,-3083.0,-0.3338,-3083.3338
Transaction History,Data,2020-10-22,U***638,ORCL(US68389X1054) Cash Dividend USD 0.24 per Share (Ordinary Dividend),Dividend,ORCL,-,-,-,120.0,-,120.0
Transaction History,Data,2020-10-22,U***132,ORCL(US68389X1054) Cash Dividend USD 0.24 per Share (Ordinary Dividend),Dividend,ORCL,-,-,-,72.0,-,72.0
Transaction History,Data,2020-10-22,U***2030,ORCL(US68389X1054) Cash Dividend USD 0.24 per Share (Ordinary Dividend),Dividend,ORCL,-,-,-,24.0,-,24.0
Transaction History,Data,2020-10-21,U***638,FORD MOTOR CO,Buy,F,100.0,7.76,USD,-776.0,-1.0,-777.0
Transaction History,Data,2020-10-21,U***638,F 18DEC20 9.0 C,Sell,F     201218C00009000,-1.0,0.19,USD,19.0,-1.5662199,17.4337801
Transaction History,Data,2020-10-21,U***638,F 15JAN21 9.0 C,Sell,F     210115C00009000,-1.0,0.27,USD,27.0,-1.0763967,25.9236033
Transaction History,Data,2020-10-21,U***638,F 15JAN21 10.0 C,Sell,F     210115C00010000,-1.0,0.13,USD,13.0,-1.5660873,11.4339127
Transaction History,Data,2020-10-21,U***638,F 15JAN21 11.0 C,Sell,F     210115C00011000,-1.0,0.06,USD,6.0,-0.8859326,5.1140674
Transaction History,Data,2020-10-21,U***2030,F 20NOV20 8.0 C,Buy,F     201120C00008000,1.0,0.34,USD,-34.0,-0.6338,-34.6338
Transaction History,Data,2020-10-21,U***2030,F 18JUN21 9.0 C,Sell,F     210618C00009000,-1.0,0.67,USD,67.0,-0.6372807,66.3627193
Transaction History,Data,2020-10-21,U***638,SLV 20NOV20 25.0 C,Sell,SLV   201120C00025000,-1.0,0.71,USD,71.0,-1.5173691,69.4826309
Transaction History,Data,2020-10-21,U***638,F 19MAR21 9.0 C,Sell,F     210319C00009000,-1.0,0.46,USD,46.0,-0.6668166,45.3331834
Transaction History,Data,2020-10-21,U***638,SLV 18DEC20 24.0 C,Sell,SLV   201218C00024000,-1.0,1.52,USD,152.0,-0.6691592,151.3308408
Transaction History,Data,2020-10-21,U***638,SLV 20NOV20 24.0 C,Sell,SLV   201120C00024000,-1.0,1.01,USD,101.0,-0.6680321,100.3319679
Transaction History,Data,2020-10-21,U***2030,F 18DEC20 8.0 C,Sell,F     201218C00008000,-1.0,0.49,USD,49.0,-1.5768829,47.4231171
Transaction History,Data,2020-10-21,U***638,F 19MAR21 8.0 C,Sell,F     210319C00008000,-1.0,0.81,USD,81.0,-1.0875901,79.9124099
Transaction History,Data,2020-10-21,U***2030,F 20NOV20 8.0 C,Buy,F     201120C00008000,1.0,0.36,USD,-36.0,-1.5738,-37.5738
Transaction History,Data,2020-10-21,U***638,F 15JAN21 8.0 C,Sell,F     210115C00008000,-1.0,0.61,USD,61.0,-1.0871481,59.9128519
Transaction History,Data,2020-10-21,U***638,F 18DEC20 8.0 C,Sell,F     201218C00008000,-1.0,0.51,USD,51.0,-1.0869271,49.9130729
Transaction History,Data,2020-10-21,U***638,VODAFONE GROUP PLC-SP ADR,Buy,VOD,100.0,14.15,USD,-1415.0,-1.0,-1416.0
Transaction History,Data,2020-10-21,U***2030,F 20NOV20 9.0 C,Buy,F     201120C00009000,1.0,0.11,USD,-11.0,-1.5738,-12.5738
Transaction History,Data,2020-10-21,U***2030,F 18DEC20 9.0 C,Sell,F     201218C00009000,-1.0,0.2,USD,20.0,-1.576242,18.423758
Transaction History,Data,2020-10-21,U***638,F 18DEC20 10.0 C,Sell,F     201218C00010000,-1.0,0.09,USD,9.0,-1.0859989,7.9140011
Transaction History,Data,2020-10-16,U***638,ORCL 16OCT20 60.0 C,Buy,ORCL  201016C00060000,1.0,0.78,USD,-78.0,-1.0838,-79.0838
Transaction History,Data,2020-10-16,U***638,ORCL 19MAR21 60.0 C,Sell,ORCL  210319C00060000,-1.0,4.6,USD,460.0,-1.095966,458.904034
Transaction History,Data,2020-10-16,U***638,SLV 20NOV20 17.0 C,Buy,SLV   201120C00017000,1.0,5.75,USD,-575.0,-1.0838,-576.0838
Transaction History,Data,2020-10-16,U***638,SLV 30SEP21 20.0 C,Sell,SLV   210930C00020000,-1.0,5.27,USD,527.0,-1.0974467,525.9025533
Transaction History,Data,2020-10-16,U***132,Sell -100 ADVANCED MICRO DEVICES (Assignment),Assignment,AMD,-100.0,36.0,USD,3600.0,-0.09146,3599.90854
Transaction History,Data,2020-10-16,U***132,Sell -100 ADVANCED MICRO DEVICES (Assignment),Assignment,AMD,-100.0,50.0,USD,5000.0,-0.1224,4999.8776
Transaction History,Data,2020-10-16,U***2030,Sell -100 FORD MOTOR CO (Assignment),Assignment,F,-100.0,7.0,USD,700.0,-0.02737,699.97263
Transaction History,Data,2020-10-16,U***638,Sell -100 ADVANCED MICRO DEVICES (Assignment),Assignment,AMD,-100.0,45.0,USD,4500.0,-0.11135,4499.88865
Transaction History,Data,2020-10-16,U***132,Sell -100 ADVANCED MICRO DEVICES (Assignment),Assignment,AMD,-100.0,45.0,USD,4500.0,-0.11135,4499.88865
Transaction History,Data,2020-10-16,U***638,Sell -200 ADVANCED MICRO DEVICES (Assignment),Assignment,AMD,-200.0,43.0,USD,8600.0,-0.21386,8599.78614
Transaction History,Data,2020-10-16,U***132,Sell -100 ADVANCED MICRO DEVICES (Assignment),Assignment,AMD,-100.0,43.0,USD,4300.0,-0.10693,4299.89307
Transaction History,Data,2020-10-15,U***638,PHG 15JAN21 55.0 C,Buy,PHG   210115C00055000,1.0,0.4,USD,-40.0,-0.3338,-40.3338
Transaction History,Data,2020-10-15,U***638,KONINKLIJKE PHILIPS NVR- NY,Buy,PHG,1.0,47.0,USD,-47.0,-0.4727,-47.4727
Transaction History,Data,2020-10-14,U***638,AUY(CA98462Y1007) Cash Dividend USD 0.0175 per Share (Ordinary Dividend),Dividend,AUY,-,-,-,35.0,-,35.0
Transaction History,Data,2020-10-14,U***638,AUY(CA98462Y1007) Cash Dividend USD 0.0175 per Share - CA Tax,Foreign Tax Withholding,AUY,-,-,-,-5.25,-,-5.25
Transaction History,Data,2020-10-14,U***132,AUY(CA98462Y1007) Cash Dividend USD 0.0175 per Share (Ordinary Dividend),Dividend,AUY,-,-,-,19.25,-,19.25
Transaction History,Data,2020-10-14,U***638,Sell -100 ADVANCED MICRO DEVICES (Assignment),Assignment,AMD,-100.0,34.0,USD,3400.0,-0.08704,3399.91296
Transaction History,Data,2020-10-13,U***132,SLV 30JUN21 21.0 C,Sell,SLV   210630C00021000,-1.0,4.11,USD,411.0,-1.0948831,409.9051169
Transaction History,Data,2020-10-13,U***132,SLV 31DEC20 16.0 C,Buy,SLV   201231C00016000,1.0,6.84,USD,-684.0,-1.0838,-685.0838
Transaction History,Data,2020-10-13,U***638,SLV 30JUN21 21.0 C,Sell,SLV   210630C00021000,-1.0,4.09,USD,409.0,-1.0948389,407.9051611
Transaction History,Data,2020-10-13,U***638,SLV 31DEC20 16.0 C,Buy,SLV   201231C00016000,1.0,6.53,USD,-653.0,-1.0838,-654.0838
Transaction History,Data,2020-10-12,U***2030,F 19MAR21 9.0 C,Sell,F     210319C00009000,-1.0,0.37,USD,37.0,-1.0866177,35.9133823
Transaction History,Data,2020-10-12,U***2030,F 19MAR21 7.0 C,Sell,F     210319C00007000,-1.0,1.14,USD,114.0,-1.0883194,112.9116806
Transaction History,Data,2020-10-12,U***132,SLV 30JUN21 23.0 C,Sell,SLV   210630C00023000,-1.0,3.56,USD,356.0,-1.0936676,354.9063324
Transaction History,Data,2020-10-12,U***132,SLV 20NOV20 20.0 C,Buy,SLV   201120C00020000,1.0,3.54,USD,-354.0,-1.0838,-355.0838
Transaction History,Data,2020-10-12,U***2030,F 15JAN21 9.0 C,Sell,F     210115C00009000,-1.0,0.23,USD,23.0,-1.0863083,21.9136917
Transaction History,Data,2020-10-12,U***132,F 19MAR21 8.0 P,Sell,F     210319P00008000,-1.0,1.11,USD,111.0,-1.0882531,109.9117469
Transaction History,Data,2020-10-12,U***132,F 18DEC20 9.0 P,Buy,F     201218P00009000,1.0,1.59,USD,-159.0,-1.0838,-160.0838
Transaction History,Data,2020-10-12,U***2030,F 15JAN21 8.0 C,Sell,F     210115C00008000,-1.0,0.53,USD,53.0,-0.6669713,52.3330287
Transaction History,Data,2020-10-12,U***2030,F 18DEC20 10.0 C,Sell,F     201218C00010000,-1.0,0.09,USD,9.0,-1.0859989,7.9140011
Transaction History,Data,2020-10-12,U***638,SLV 15JAN21 22.5 C,Sell,SLV   210115C00022500,-1.0,2.54,USD,254.0,-1.0914134,252.9085866
Transaction History,Data,2020-10-12,U***638,SLV 20NOV20 22.0 C,Buy,SLV   201120C00022000,1.0,2.1,USD,-210.0,-1.0838,-211.0838
Transaction History,Data,2020-10-12,U***2030,F 15JAN21 11.0 C,Sell,F     210115C00011000,-1.0,0.07,USD,7.0,-1.0859547,5.9140453
Transaction History,Data,2020-10-12,U***638,VOD 20NOV20 14.0 C,Sell,VOD   201120C00014000,-1.0,1.12,USD,112.0,-1.0782752,110.9217248
Transaction History,Data,2020-10-12,U***638,SLV 20NOV20 18.0 C,Buy,SLV   201120C00018000,1.0,5.42,USD,-542.0,-1.0838,-543.0838
Transaction History,Data,2020-10-12,U***638,SLV 30JUN21 22.0 C,Sell,SLV   210630C00022000,-1.0,4.17,USD,417.0,-1.0950157,415.9049843
Transaction History,Data,2020-10-12,U***638,SLV 30JUN21 20.0 C,Sell,SLV   210630C00020000,-1.0,5.2,USD,520.0,-0.847292,519.152708
Transaction History,Data,2020-10-12,U***638,SLV 31DEC20 17.5 C,Buy,SLV   201231C00017500,1.0,6.0,USD,-600.0,-0.8338,-600.8338
Transaction History,Data,2020-10-09,U***2030,F 15JAN21 7.0 C,Sell,F     210115C00007000,-1.0,0.91,USD,91.0,-0.6678111,90.3321889
Transaction History,Data,2020-10-09,U***2030,F 19MAR21 8.0 C,Sell,F     210319C00008000,-1.0,0.64,USD,64.0,-1.0872144,62.9127856
Transaction History,Data,2020-10-09,U***638,RXT 19FEB21 15.0 P,Sell,RXT   210219P00015000,-1.0,1.35,USD,135.0,-0.3387835,134.6612165
Transaction History,Data,2020-10-09,U***2030,RXT 19FEB21 17.5 P,Sell,RXT   210219P00017500,-1.0,2.6,USD,260.0,-0.341546,259.658454
Transaction History,Data,2020-10-06,U***638,VOD 16APR21 15.0 C,Sell,VOD   210416C00015000,-1.0,1.02,USD,102.0,-0.7880542,101.2119458
Transaction History,Data,2020-10-05,U***638,VOD 16APR21 14.0 C,Sell,VOD   210416C00014000,-1.0,1.41,USD,141.0,-1.0789161,139.9210839
Transaction History,Data,2020-10-05,U***638,VOD 16OCT20 15.0 C,Buy,VOD   201016C00015000,1.0,0.06,USD,-6.0,-1.0838,-7.0838
Transaction History,Data,2020-10-05,U***638,VOD 20NOV20 15.0 C,Sell,VOD   201120C00015000,-1.0,0.45,USD,45.0,-1.0867945,43.9132055
Transaction History,Data,2020-10-05,U***638,K*****70:OPRA NP L1 for Sep 2020,Other Fee,-,-,-,-,1.5,-,1.5
Transaction History,Data,2020-10-05,U***638,K*****70:US Consolidated Snapshot for Sep 2020,Other Fee,-,-,-,-,-0.12,-,-0.12
Transaction History,Data,2020-10-05,U***638,K*****70:US Consolidated Snapshot for Sep 2020,Other Fee,-,-,-,-,0.12,-,0.12
Transaction History,Data,2020-10-02,U***638,K*****70:OPRA NP L1 for Oct 2020,Other Fee,-,-,-,-,-1.5,-,-1.5
Transaction History,Data,2020-09-29,U***638,PHG 16APR21 50.0 C,Sell,PHG   210416C00050000,-1.0,2.8,USD,280.0,-0.341988,279.658012
Transaction History,Data,2020-09-25,U***638,PHG 16OCT20 45.0 C,Buy,PHG   201016C00045000,1.0,1.07,USD,-107.0,-0.3338,-107.3338
Transaction History,Data,2020-09-25,U***638,PHG 16APR21 45.0 C,Sell,PHG   210416C00045000,-1.0,3.76,USD,376.0,-0.3441096,375.6558904
Transaction History,Data,2020-09-25,U***2030,ORCL 18DEC20 57.5 C,Sell,ORCL  201218C00057500,-1.0,4.7,USD,470.0,-1.096187,468.903813
Transaction History,Data,2020-09-25,U***2030,ORCL 20NOV20 57.5 C,Buy,ORCL  201120C00057500,1.0,3.84,USD,-384.0,-1.0838,-385.0838
Transaction History,Data,2020-09-21,U***2030,ORCL 18DEC20 50.0 P,Buy,ORCL  201218P00050000,1.0,0.78,USD,-78.0,-0.7838,-78.7838
Transaction History,Data,2020-09-21,U***132,SLV 19MAR21 24.0 C,Sell,SLV   210319C00024000,-1.0,2.85,USD,285.0,-1.0920985,283.9079015
Transaction History,Data,2020-09-21,U***132,SLV 16OCT20 18.0 C,Buy,SLV   201016C00018000,1.0,6.27,USD,-627.0,-1.0838,-628.0838
Transaction History,Data,2020-09-21,U***132,AUY 16APR21 6.0 C,Sell,AUY   210416C00006000,-1.0,0.97,USD,97.0,-1.0879437,95.9120563
Transaction History,Data,2020-09-21,U***132,AUY 16OCT20 5.5 C,Buy,AUY   201016C00005500,1.0,0.61,USD,-61.0,-1.0838,-62.0838
Transaction History,Data,2020-09-21,U***132,AUY 16OCT20 5.5 C,Buy,AUY   201016C00005500,1.0,0.62,USD,-62.0,-1.0838,-63.0838
Transaction History,Data,2020-09-21,U***132,AUY 16OCT20 4.5 C,Buy,AUY   201016C00004500,1.0,1.51,USD,-151.0,-1.0838,-152.0838
Transaction History,Data,2020-09-21,U***132,AUY 15JAN21 6.0 C,Sell,AUY   210115C00006000,-1.0,0.74,USD,74.0,-1.0874354,72.9125646
Transaction History,Data,2020-09-21,U***132,AUY 20NOV20 6.0 C,Sell,AUY   201120C00006000,-1.0,0.53,USD,53.0,-1.0869713,51.9130287
Transaction History,Data,2020-09-21,U***2030,F 18DEC20 6.0 P,Sell,F     201218P00006000,-1.0,0.27,USD,27.0,-1.0863967,25.9136033
Transaction History,Data,2020-09-21,U***132,SLV 19MAR21 21.0 C,Sell,SLV   210319C00021000,-1.0,4.29,USD,429.0,-1.0952809,427.9047191
Transaction History,Data,2020-09-21,U***132,SLV 16OCT20 20.0 C,Buy,SLV   201016C00020000,1.0,4.18,USD,-418.0,-1.0838,-419.0838
Transaction History,Data,2020-09-21,U***638,VOD 16OCT20 18.0 C,Buy,VOD   201016C00018000,1.0,0.02,USD,-2.0,-0.7838,-2.7838000000000003
Transaction History,Data,2020-09-18,U***2030,ORCL 20NOV20 57.5 C,Sell,ORCL  201120C00057500,-1.0,4.25,USD,425.0,-0.6451925,424.3548075
Transaction History,Data,2020-09-18,U***2030,ORCL 18SEP20 57.5 C,Buy,ORCL  200918C00057500,1.0,2.29,USD,-229.0,-0.6338,-229.6338
Transaction History,Data,2020-09-18,U***638,F 19MAR21 9.0 P,Sell,F     210319P00009000,-1.0,2.04,USD,204.0,-1.5803084,202.4196916
Transaction History,Data,2020-09-18,U***638,F 19MAR21 8.0 P,Sell,F     210319P00008000,-1.0,1.28,USD,128.0,-1.0886288,126.9113712
Transaction History,Data,2020-09-18,U***638,F 18SEP20 8.0 P,Buy,F     200918P00008000,1.0,0.72,USD,-72.0,-1.0838,-73.0838
Transaction History,Data,2020-09-18,U***638,F 18SEP20 9.0 P,Buy,F     200918P00009000,1.0,1.74,USD,-174.0,-1.5738,-175.5738
Transaction History,Data,2020-09-18,U***638,ORCL 19MAR21 55.0 C,Sell,ORCL  210319C00055000,-1.0,7.91,USD,791.0,-0.6532811,790.3467189
Transaction History,Data,2020-09-18,U***638,ORCL 18SEP20 55.0 C,Buy,ORCL  200918C00055000,1.0,4.79,USD,-479.0,-0.6338,-479.6338
Transaction History,Data,2020-09-18,U***638,ORCL 16OCT20 60.0 C,Sell,ORCL  201016C00060000,-1.0,1.8,USD,180.0,-0.639778,179.360222
Transaction History,Data,2020-09-18,U***638,ORCL 18SEP20 60.0 C,Buy,ORCL  200918C00060000,1.0,0.09,USD,-9.0,-0.6338,-9.6338
Transaction History,Data,2020-09-18,U***2030,F 19MAR21 8.0 P,Sell,F     210319P00008000,-1.0,1.31,USD,131.0,-0.6386951,130.3613049
Transaction History,Data,2020-09-18,U***2030,F 18SEP20 8.0 P,Buy,F     200918P00008000,1.0,0.75,USD,-75.0,-0.6338,-75.6338
Transaction History,Data,2020-09-18,U***638,SLV 30SEP20 18.0 C,Buy,SLV   200930C00018000,1.0,7.18,USD,-718.0,-0.6338,-718.6338
Transaction History,Data,2020-09-18,U***638,SLV 15JAN21 18.0 C,Sell,SLV   210115C00018000,-1.0,7.35,USD,735.0,-0.6520435,734.3479565
Transaction History,Data,2020-09-18,U***2030,F 20NOV20 8.0 C,Sell,F     201120C00008000,-1.0,0.34,USD,34.0,-1.5665514,32.4334486
Transaction History,Data,2020-09-18,U***2030,FORD MOTOR CO,Buy,F,100.0,7.275,USD,-727.5,-1.0,-728.5
Transaction History,Data,2020-09-18,U***2030,F 20NOV20 9.0 C,Sell,F     201120C00009000,-1.0,0.14,USD,14.0,-1.0761094,12.9238906
Transaction History,Data,2020-09-18,U***132,ORCL 18DEC20 55.0 C,Sell,ORCL  201218C00055000,-1.0,6.67,USD,667.0,-0.6505407,666.3494593
Transaction History,Data,2020-09-18,U***132,ORCL 18DEC20 55.0 C,Sell,ORCL  201218C00055000,-1.0,6.67,USD,667.0,-0.1005407,666.8994593
Transaction History,Data,2020-09-18,U***132,ORCL 18SEP20 55.0 C,Buy,ORCL  200918C00055000,1.0,4.82,USD,-482.0,-0.7838,-482.7838
Transaction History,Data,2020-09-18,U***132,ORCL 18SEP20 55.0 C,Buy,ORCL  200918C00055000,1.0,4.82,USD,-482.0,0.0662,-481.9338
Transaction History,Data,2020-09-18,U***2030,F 18DEC20 8.0 C,Sell,F     201218C00008000,-1.0,0.4,USD,40.0,-0.666684,39.333315999999996
Transaction History,Data,2020-09-18,U***638,AMD 15JAN21 42.0 C,Sell,AMD   210115C00042000,-1.0,33.05,USD,3305.0,-0.7088405,3304.2911595
Transaction History,Data,2020-09-18,U***638,AMD 16OCT20 41.0 C,Buy,AMD   201016C00041000,1.0,33.39,USD,-3339.0,-0.6338,-3339.6338
Transaction History,Data,2020-09-18,U***638,AMD 16OCT20 44.0 C,Buy,AMD   201016C00044000,1.0,30.29,USD,-3029.0,-0.6338,-3029.6338
